key	depth_1	frequency_1	depth_2	frequency_2
chr20:7955886-7955886	23	0.8261	6	0.6667
chr20:9908823-9908823	43	0.1628	17	0.3529
chr20:6332341-6332341	33	0.3636	19	0.4737
chr20:6232564-6232564	49	0.4286	10	0.6000
chr20:6772690-6772690	46	0.1087	25	0.0400
chr20:6844696-6844696	23	0.6522	18	0.7222
chr20:7426964-7426964	27	0.2963	22	0.1364
chr20:8453004-8453004	34	0.3824	17	0.5882
chr20:9435979-9435979	55	0.7636	13	0.8462
chr20:7588478-7588478	59	0.3051	10	0.4000
chr20:9525929-9525929	26	0.1923	13	0.1538
chr20:7050096-7050096	35	0.4000	19	0.2632
chr20:8598013-8598013	3	0.6667	12	0.5000
chr20:9121921-9121921	54	0.1481	11	0.4545
chr20:9060544-9060544	18	0.6111	13	0.3846
chr20:6059181-6059181	34	0.5294	15	0.9333
chr20:9782593-9782593	43	0.2791	16	0.1250
chr20:6767247-6767247	57	0.1228	19	0.1053
chr20:8598585-8598585	6	0.1667	9	0.3333
chr20:9503660-9503660	43	0.3256	10	0.4000
chr20:6125970-6125970	27	0.8889	22	0.9545
chr20:7833899-7833899	20	0.1000	8	0.6250
chr20:6689431-6689431	33	0.0909	22	0.2727
chr20:6047658-6047658	19	0.8947	19	0.7368
chr20:8907882-8907882	48	0.3958	15	0.4667
chr20:6413668-6413668	35	0.0000	14	0.0000
chr20:8159941-8159941	11	0.0000	25	0.1600
chr20:6078246-6078246	43	0.6744	16	0.6250
chr20:8358605-8358605	29	0.2069	15	0.2667
chr20:6715097-6715097	32	0.2812	14	0.0000
chr20:8865854-8865854	41	0.1707	13	0.1538
chr20:7521892-7521892	31	0.0645	22	0.0000
chr20:9580620-9580620	43	0.6047	20	0.3500
chr20:7150663-7150663	36	0.1389	10	0.3000
chr20:6302378-6302378	27	0.3704	10	0.3000
chr20:9542671-9542671	31	0.0645	12	0.3333
chr20:6654692-6654692	37	0.0811	26	0.0000
chr20:7185237-7185237	18	0.2222	15	0.5333
chr20:8457746-8457746	15	0.7333	15	0.5333
chr20:7789845-7789845	32	0.0000	10	0.2000
chr20:8623536-8623536	56	0.3036	15	0.4000
chr20:9125753-9125753	53	0.6226	20	0.7000
chr20:7478274-7478274	45	0.0667	14	0.0714
chr20:7364862-7364862	21	0.0476	14	0.0000
chr20:6525901-6525901	31	0.0000	25	0.0800
chr20:8375576-8375576	51	0.9608	9	0.7778
chr20:8790184-8790184	32	0.7188	15	0.5333
chr20:9055841-9055841	36	0.0556	9	0.3333
chr20:6779941-6779941	42	0.1667	26	0.0769
chr20:8291632-8291632	53	0.0943	17	0.0000
chr20:6660713-6660713	27	0.1852	20	0.2000
chr20:6155890-6155890	30	0.0000	14	0.0000
chr20:6088779-6088779	12	0.0000	21	0.1429
chr20:6775278-6775278	40	0.1250	19	0.3158
chr20:6794990-6794990	39	0.5897	25	0.4800
chr20:8936321-8936321	10	0.7000	22	0.7273
chr20:8638692-8638692	47	0.4681	17	0.4706
chr20:7084541-7084541	24	0.7917	10	0.6000
chr20:9293304-9293304	19	0.8421	15	0.6000
chr20:9907756-9907756	49	0.0612	19	0.1053
chr20:8030817-8030817	24	0.5833	12	0.5833
chr20:6734779-6734779	30	0.0667	10	0.0000
chr20:8384528-8384528	54	0.0370	17	0.1176
chr20:9187165-9187165	21	0.0000	12	0.2500
chr20:9957291-9957291	25	0.0000	19	0.0526
chr20:7753493-7753493	18	0.2222	10	0.3000
chr20:6276409-6276409	35	0.3429	12	0.1667
chr20:8560898-8560898	47	0.0213	8	0.3750
chr20:6785145-6785145	34	0.4118	19	0.2105
chr20:6119469-6119469	35	0.3143	18	0.3333
chr20:6004622-6004622	56	0.9643	15	0.8667
chr20:9098387-9098387	33	0.0000	22	0.0909
chr20:8354384-8354384	37	0.6486	18	0.6111
chr20:9114258-9114258	26	0.0000	16	0.0625
chr20:9977705-9977705	26	0.0000	15	0.1333
chr20:7906148-7906148	47	0.0000	11	0.0909
chr20:6984537-6984537	32	0.1250	7	0.2857
chr20:8114202-8114202	10	0.0000	16	0.0000
chr20:8273265-8273265	38	0.0000	5	1.0000
chr20:6092042-6092042	15	0.8000	17	0.5294
chr20:7224303-7224303	39	0.2308	16	0.2500
chr20:9204044-9204044	26	0.1923	18	0.1111
chr20:9867388-9867388	30	0.0667	11	0.0909
chr20:9507579-9507579	11	0.0000	13	0.0769
chr20:7491737-7491737	31	0.3871	18	0.5000
chr20:6180477-6180477	14	0.5000	18	0.7778
chr20:8015235-8015235	39	0.8718	24	0.7917
chr20:8455910-8455910	53	0.7925	16	0.7500
chr20:9611376-9611376	30	0.3667	9	0.7778
chr20:6067007-6067007	46	0.1957	17	0.2941
chr20:6229167-6229167	51	0.1765	18	0.0556
chr20:9195173-9195173	43	0.7907	19	0.6842
chr20:7114752-7114752	61	0.5082	26	0.5769
chr20:7403316-7403316	22	0.4545	11	0.5455
chr20:9648169-9648169	36	0.0000	12	0.0833
chr20:9158016-9158016	44	0.4545	14	0.0714
chr20:8608015-8608015	66	0.4697	13	0.3077
chr20:6677394-6677394	54	0.0370	20	0.0500
chr20:6590573-6590573	31	0.6774	19	0.5263
chr20:6137716-6137716	35	0.8286	27	0.6667
chr20:6450534-6450534	70	0.0571	16	0.1250
chr20:7227927-7227927	57	0.0000	16	0.0625
chr20:9740108-9740108	44	0.2727	11	0.4545
chr20:9610689-9610689	31	0.9677	12	0.8333
chr20:7090921-7090921	20	0.7500	18	0.7222
chr20:6190595-6190595	36	0.2222	11	0.5455
chr20:7033995-7033995	34	0.7353	5	0.8000
chr20:6009270-6009270	25	1.0000	23	1.0000
chr20:8790545-8790545	35	0.0000	13	0.0000
chr20:8956728-8956728	25	0.7200	14	0.7143
chr20:6866985-6866985	37	0.0811	10	0.0000
chr20:9328751-9328751	25	0.2800	16	0.6875
chr20:6091891-6091891	29	0.3103	18	0.3889
chr20:8343599-8343599	46	0.0870	23	0.0870
chr20:8437078-8437078	34	0.8824	14	0.8571
chr20:7580244-7580244	29	0.0000	15	0.0000
chr20:9490401-9490401	34	0.0000	17	0.0000
chr20:6132534-6132534	6	0.0000	20	0.2500
chr20:8822112-8822112	36	0.4444	16	0.8125
chr20:6145133-6145133	39	0.7179	20	0.8000
chr20:7550869-7550869	46	0.8478	5	0.6000
chr20:9649712-9649712	41	0.2195	20	0.2000
chr20:8433039-8433039	41	0.8537	23	0.8696
chr20:9505110-9505110	53	0.2830	14	0.2143
chr20:7668189-7668189	56	0.1786	23	0.1739
chr20:6556645-6556645	27	0.0000	13	0.0000
chr20:6999751-6999751	48	0.0000	22	0.0000
chr20:6480677-6480677	29	0.6552	11	0.4545
chr20:9168780-9168780	16	0.1875	16	0.4375
chr20:6992260-6992260	42	0.0000	19	0.0526
chr20:9384249-9384249	30	0.0667	22	0.1364
chr20:7481413-7481413	21	0.0000	12	0.0833
chr20:6458418-6458418	32	0.0000	10	0.1000
chr20:6052781-6052781	9	0.0000	22	0.0909
chr20:6454027-6454027	57	0.0877	20	0.0500
chr20:8417230-8417230	19	0.7895	27	0.9630
chr20:7360031-7360031	55	0.3273	8	0.2500
chr20:7219214-7219214	65	0.2154	13	0.1538
chr20:9749910-9749910	45	0.0444	9	0.0000
chr20:6517755-6517755	49	0.0000	8	0.1250
chr20:6765561-6765561	27	0.0000	15	0.0000
chr20:8837904-8837904	32	0.3125	12	0.5833
chr20:8400967-8400967	54	0.9815	24	1.0000
chr20:7486366-7486366	49	0.0204	10	0.0000
chr20:9159923-9159923	48	0.3125	14	0.2143
chr20:7646604-7646604	40	0.1250	20	0.0500
chr20:9701826-9701826	40	0.0000	16	0.0000
chr20:9538436-9538436	29	0.0000	23	0.0435
chr20:8225497-8225497	51	0.0000	15	0.0667
chr20:6153279-6153279	58	0.0172	19	0.0000
chr20:6690659-6690659	16	0.3125	18	0.4444
chr20:9120055-9120055	39	0.1538	10	0.0000
chr20:6137077-6137077	44	0.0000	18	0.0000
chr20:9404085-9404085	38	0.6842	8	0.6250
chr20:7815249-7815249	16	0.0625	18	0.0556
chr20:6202145-6202145	36	0.0000	15	0.0667
chr20:9026222-9026222	36	0.0556	19	0.0000
chr20:6129514-6129514	32	0.6562	14	0.7143
chr20:6722021-6722021	40	0.0500	19	0.1579
chr20:9683067-9683067	32	0.0625	17	0.1176
chr20:8320732-8320732	19	0.0000	19	0.1053
chr20:6443790-6443790	36	0.0000	20	0.0000
chr20:7600113-7600113	25	0.4400	11	0.7273
chr20:9018022-9018022	25	0.0400	20	0.0500
chr20:9748132-9748132	23	0.0435	16	0.3125
chr20:6104089-6104089	24	0.0417	20	0.1000
chr20:8289763-8289763	25	0.0800	9	0.3333
chr20:7212369-7212369	4	0.0000	19	0.4211
chr20:8827766-8827766	64	0.0781	17	0.2353
chr20:7426982-7426982	28	0.4286	18	0.2222
chr20:6653591-6653591	42	0.0714	14	0.2143
chr20:6768357-6768357	7	0.1429	25	0.1200
chr20:8956952-8956952	12	0.0000	19	0.2105
chr20:8089199-8089199	43	0.4186	17	0.2941
chr20:9742799-9742799	38	0.0263	10	0.0000
chr20:9601678-9601678	30	0.0333	7	0.0000
chr20:7090706-7090706	28	0.2143	17	0.0588
chr20:7905156-7905156	52	0.2308	18	0.0556
chr20:6283274-6283274	23	0.0000	20	0.0500
chr20:6787619-6787619	10	0.7000	17	0.7059
chr20:6690949-6690949	42	0.6667	19	0.7895
chr20:9723020-9723020	30	0.2000	18	0.1667
chr20:8332020-8332020	39	0.2308	9	0.6667
chr20:8928392-8928392	22	0.1818	11	0.0909
chr20:8733277-8733277	58	0.0862	13	0.1538
chr20:7728150-7728150	50	0.7600	13	0.5385
chr20:9473983-9473983	26	0.7308	9	0.8889
chr20:8803671-8803671	56	0.1071	22	0.2273
chr20:7109711-7109711	6	0.1667	11	0.2727
chr20:6769958-6769958	18	0.0000	24	0.0000
chr20:9256643-9256643	43	0.0000	15	0.0667
chr20:7600692-7600692	16	0.5000	15	0.6667
chr20:8356274-8356274	30	0.1333	25	0.2400
chr20:7375301-7375301	29	0.2759	21	0.2857
chr20:6892154-6892154	55	0.0000	13	0.0000
chr20:9427172-9427172	23	0.7391	12	0.6667
chr20:8178974-8178974	44	0.0682	18	0.0556
chr20:6165066-6165066	42	0.0000	20	0.0000
chr20:6642181-6642181	51	0.3137	13	0.5385
chr20:6636551-6636551	26	0.0000	25	0.0800
chr20:8966897-8966897	48	0.1042	10	0.2000
chr20:6491507-6491507	51	0.0196	18	0.2778
chr20:9053195-9053195	29	0.0345	24	0.0417
chr20:7047735-7047735	22	0.0455	16	0.0625
chr20:9870923-9870923	23	0.0000	7	0.0000
chr20:7832267-7832267	28	0.7500	10	1.0000
chr20:9124472-9124472	36	0.4722	15	0.4667
chr20:8979221-8979221	58	0.0000	14	0.0714
chr20:7138334-7138334	23	0.6087	14	0.5000
chr20:6951413-6951413	19	0.5263	15	0.4667
chr20:8050140-8050140	26	0.2308	23	0.3913
chr20:6507236-6507236	31	0.0000	11	0.0000
chr20:6264942-6264942	43	0.0000	12	0.0833
chr20:9967872-9967872	46	0.1522	17	0.2353
chr20:8746063-8746063	19	0.0526	15	0.2667
chr20:8132845-8132845	8	0.0000	16	0.0000
chr20:9167073-9167073	68	0.0000	24	0.0000
chr20:9208747-9208747	25	0.0000	15	0.2000
chr20:7527693-7527693	33	0.0303	16	0.1875
chr20:6257625-6257625	51	0.2157	26	0.4615
chr20:6790212-6790212	30	0.0000	26	0.2308
chr20:8996110-8996110	46	0.2174	21	0.0476
chr20:8431748-8431748	49	0.3061	21	0.5714
chr20:9358876-9358876	27	0.1481	14	0.1429
chr20:8329860-8329860	35	0.3143	10	0.0000
chr20:9036363-9036363	21	0.0476	12	0.2500
chr20:9613910-9613910	36	0.0000	19	0.0000
chr20:8772471-8772471	30	0.0667	14	0.1429
chr20:9509202-9509202	22	0.0000	5	0.0000
chr20:6525848-6525848	28	0.0000	17	0.0588
chr20:6284831-6284831	43	0.0000	11	0.1818
chr20:7696877-7696877	27	0.5185	15	0.6000
chr20:8444307-8444307	24	0.5833	19	0.8947
chr20:6766659-6766659	27	0.0370	17	0.0588
chr20:8439793-8439793	46	0.0870	11	0.0000
chr20:7666583-7666583	7	0.2857	18	0.8333
chr20:8510487-8510487	5	0.6000	18	0.3333
chr20:7207493-7207493	48	0.0000	9	0.0000
chr20:7132588-7132588	29	0.1379	19	0.3158
chr20:8116060-8116060	35	0.0571	12	0.2500
chr20:6958887-6958887	41	0.1707	15	0.2000
chr20:9218339-9218339	43	0.0465	9	0.1111
chr20:9639964-9639964	44	0.0000	19	0.0000
chr20:6772759-6772759	52	0.7885	19	0.7368
chr20:6743390-6743390	43	0.1395	15	0.2000
chr20:6311225-6311225	32	0.4375	20	0.4500
chr20:9934507-9934507	65	0.0000	13	0.0769
chr20:7461311-7461311	8	0.0000	22	0.0000
chr20:9507493-9507493	14	0.0714	11	0.0000
chr20:8328762-8328762	51	0.0392	4	0.0000
chr20:9348631-9348631	42	0.0000	19	0.0526
chr20:7318829-7318829	44	0.8409	9	0.6667
chr20:8038143-8038143	23	0.6522	13	0.8462
chr20:9571043-9571043	43	0.2326	14	0.6429
chr20:7824914-7824914	42	0.6905	20	0.5000
chr20:9822010-9822010	33	0.3333	11	0.4545
chr20:6092870-6092870	55	0.0182	13	0.0000
chr20:7465112-7465112	35	0.9143	11	0.4545
chr20:6407662-6407662	19	0.4211	7	0.2857
chr20:7138109-7138109	28	0.1429	12	0.6667
chr20:9970713-9970713	50	0.0800	7	0.0000
chr20:8628847-8628847	16	0.8125	18	0.2778
chr20:6552151-6552151	62	0.0968	23	0.0435
chr20:8131633-8131633	15	0.0000	9	0.3333
chr20:7117322-7117322	25	0.0000	22	0.2273
chr20:9025183-9025183	20	0.1000	25	0.0400
chr20:6729600-6729600	39	0.7179	12	0.6667
chr20:7705534-7705534	35	0.0286	20	0.0000
chr20:7605738-7605738	62	0.0323	11	0.2727
chr20:7507761-7507761	31	0.1613	8	0.2500
chr20:9916126-9916126	30	0.9333	12	0.9167
chr20:6552273-6552273	60	0.5000	19	0.3684
chr20:8287773-8287773	53	0.7170	15	0.6667
chr20:7959744-7959744	35	0.0000	16	0.0000
chr20:7500924-7500924	59	0.0000	11	0.0000
chr20:6117336-6117336	25	0.2000	22	0.4091
chr20:6441640-6441640	41	0.0244	23	0.0870
chr20:8168912-8168912	27	0.4074	20	0.4500
chr20:7165865-7165865	10	0.1000	12	0.3333
chr20:6065497-6065497	26	0.0000	19	0.1053
chr20:7978114-7978114	36	0.8333	13	0.8462
chr20:7596529-7596529	38	0.0263	18	0.0000
chr20:6932249-6932249	18	0.0000	13	0.0000
chr20:8779786-8779786	37	0.7297	13	0.9231
chr20:9885780-9885780	20	0.6000	12	0.7500
chr20:9706234-9706234	34	0.0000	20	0.0500
chr20:6521260-6521260	56	0.0000	18	0.1667
chr20:6059067-6059067	29	0.1724	16	0.3750
chr20:6916078-6916078	52	0.0192	8	0.0000
chr20:6580613-6580613	39	0.6667	26	0.7692
chr20:8458141-8458141	44	0.0455	11	0.0000
chr20:9904554-9904554	65	0.4000	21	0.2381
chr20:7709497-7709497	73	0.0822	13	0.1538
chr20:6023689-6023689	8	1.0000	18	0.8333
chr20:9588631-9588631	40	0.3750	22	0.0455
chr20:7311149-7311149	39	0.0000	12	0.3333
chr20:6927711-6927711	3	0.0000	18	0.2222
chr20:9079531-9079531	20	0.2500	8	0.7500
chr20:6775062-6775062	50	0.0000	22	0.0000
chr20:7697850-7697850	21	0.6190	18	0.9444
chr20:8844985-8844985	29	0.1034	12	0.1667
chr20:8207736-8207736	28	0.5000	17	0.5882
chr20:8774048-8774048	43	0.1860	16	0.2500
chr20:7443961-7443961	58	0.0000	18	0.0000
chr20:7877322-7877322	29	0.3793	8	0.1250
chr20:6033739-6033739	16	0.8750	26	1.0000
chr20:6842614-6842614	48	0.0000	13	0.1538
chr20:6901523-6901523	16	0.1875	10	0.4000
chr20:9412946-9412946	28	0.8214	15	0.8000
chr20:9746342-9746342	27	0.2963	19	0.3158
chr20:6641049-6641049	16	0.0000	16	0.0625
chr20:9423147-9423147	44	0.9773	12	0.9167
chr20:9929939-9929939	33	0.2424	8	0.3750
chr20:6083684-6083684	6	0.0000	10	0.3000
chr20:9711354-9711354	37	0.0000	11	0.0000
chr20:8376085-8376085	52	0.0577	16	0.1250
chr20:6689020-6689020	33	0.6667	27	0.6667
chr20:8881372-8881372	21	0.4286	11	0.1818
chr20:7751766-7751766	24	0.0000	10	0.0000
chr20:9032207-9032207	39	0.0000	19	0.0000
chr20:9003184-9003184	34	0.1765	19	0.3684
chr20:6533363-6533363	67	0.5821	15	0.5333
chr20:9360341-9360341	43	0.5581	14	0.7143
chr20:9946283-9946283	53	0.0000	18	0.0000
chr20:6546973-6546973	27	0.0000	17	0.1176
chr20:6705387-6705387	31	0.0000	26	0.0000
chr20:9238531-9238531	27	0.9259	4	0.5000
chr20:7106228-7106228	39	0.5385	12	0.5000
chr20:6610461-6610461	53	0.5283	18	0.3889
chr20:7701968-7701968	45	0.0222	14	0.0000
chr20:9349312-9349312	32	0.5000	15	0.7333
chr20:8389129-8389129	53	0.8491	19	0.4737
chr20:8534728-8534728	22	0.5000	16	0.6875
chr20:7866487-7866487	29	0.0000	10	0.0000
chr20:8842764-8842764	26	0.1538	13	0.1538
chr20:6191142-6191142	10	0.0000	15	0.2000
chr20:6099747-6099747	24	0.0417	25	0.0800
chr20:7833617-7833617	25	0.6400	10	0.8000
chr20:6954552-6954552	37	0.4324	16	0.5625
chr20:9163936-9163936	81	0.0988	16	0.0625
chr20:8583993-8583993	61	0.8525	6	0.6667
chr20:8772822-8772822	28	0.5714	12	0.6667
chr20:9037448-9037448	47	0.4681	19	0.1579
chr20:6779570-6779570	62	0.0000	31	0.0000
chr20:6423012-6423012	24	0.0417	22	0.2727
chr20:9460628-9460628	44	0.3864	14	0.2143
chr20:7502524-7502524	23	0.8261	12	0.5833
chr20:9187314-9187314	14	0.0000	12	0.0833
chr20:8509281-8509281	46	0.2174	12	0.4167
chr20:9906096-9906096	24	0.0000	10	0.1000
chr20:8935472-8935472	22	0.0909	22	0.0909
chr20:6195743-6195743	84	0.0000	23	0.0000
chr20:8790266-8790266	28	0.8929	15	0.8000
chr20:8489271-8489271	43	0.0465	7	0.1429
chr20:7237378-7237378	28	0.0000	15	0.0000
chr20:8544649-8544649	34	0.0882	21	0.0476
chr20:8233817-8233817	31	0.2903	16	0.2500
chr20:6787881-6787881	20	0.0000	19	0.0000
chr20:6104209-6104209	32	0.6562	26	0.7692
chr20:8044340-8044340	36	0.1944	20	0.2000
chr20:8762066-8762066	35	0.9143	14	1.0000
chr20:9049820-9049820	18	0.5556	13	0.6923
chr20:6422895-6422895	26	0.8462	16	0.3750
chr20:6965408-6965408	49	0.0000	12	0.0833
chr20:6705615-6705615	14	0.0000	10	0.0000
chr20:7025956-7025956	20	0.0000	15	0.0000
chr20:9175919-9175919	54	0.3333	19	0.2105
chr20:8648642-8648642	52	0.5385	14	0.5000
chr20:8067805-8067805	54	0.0000	10	0.2000
chr20:7270606-7270606	46	0.4130	5	0.2000
chr20:7482140-7482140	64	0.0000	10	0.1000
chr20:6865106-6865106	32	0.0000	16	0.0625
chr20:9338099-9338099	58	0.0172	17	0.1176
chr20:9501168-9501168	69	0.1449	21	0.1905
chr20:6879708-6879708	15	0.1333	8	0.2500
chr20:9254833-9254833	55	0.3091	16	0.3750
chr20:7363249-7363249	38	0.0000	17	0.0000
chr20:6446879-6446879	37	0.4595	32	0.4688
chr20:8402660-8402660	4	0.7500	18	0.8889
chr20:6962556-6962556	21	0.4286	20	0.4000
chr20:9980024-9980024	39	0.5128	16	0.3125
chr20:7282790-7282790	30	0.0000	16	0.0625
chr20:6744887-6744887	37	0.0000	17	0.0588
chr20:8733553-8733553	36	0.8889	17	0.8824
chr20:9516897-9516897	29	0.0000	15	0.0667
chr20:7450625-7450625	62	0.0323	20	0.0000
chr20:7184155-7184155	33	0.0303	18	0.0556
chr20:8163559-8163559	26	0.2308	16	0.0000
chr20:8325082-8325082	30	0.7667	20	0.4500
chr20:9275275-9275275	28	0.3214	15	0.2667
chr20:6359902-6359902	29	0.9310	9	0.5556
chr20:8141697-8141697	21	0.0000	7	0.2857
chr20:6351786-6351786	34	0.2941	22	0.3636
chr20:9568136-9568136	20	0.1500	19	0.3158
chr20:9330470-9330470	47	0.6809	17	0.5882
chr20:7124317-7124317	34	0.4412	18	0.6667
chr20:9648062-9648062	39	0.6410	19	0.7368
chr20:7306240-7306240	31	0.0000	11	0.5455
chr20:6793845-6793845	28	0.4286	18	0.2778
chr20:9172677-9172677	13	0.0769	15	0.0667
chr20:6171469-6171469	30	0.1000	21	0.2381
chr20:9031831-9031831	22	0.0000	19	0.0000
chr20:8710305-8710305	22	0.5455	21	0.5238
chr20:6155755-6155755	11	0.9091	13	0.9231
chr20:8054005-8054005	24	0.6250	23	0.5217
chr20:8600410-8600410	17	0.0000	15	0.1333
chr20:6096226-6096226	35	0.9143	22	0.9091
chr20:8403512-8403512	39	0.9744	26	0.9615
chr20:6818218-6818218	34	0.0294	12	0.0000
chr20:9908708-9908708	41	0.0976	14	0.1429
chr20:6077868-6077868	19	0.0000	17	0.0000
chr20:6123261-6123261	12	0.0000	27	0.0370
chr20:9891569-9891569	49	0.4490	15	0.5333
chr20:6659696-6659696	28	0.0000	19	0.0000
chr20:7154411-7154411	70	0.1286	16	0.2500
chr20:8970530-8970530	37	0.0000	17	0.0588
chr20:6856853-6856853	46	0.3261	14	0.4286
chr20:7347691-7347691	33	0.0000	19	0.0000
chr20:9136292-9136292	27	0.0000	8	0.0000
chr20:6055164-6055164	18	0.0000	11	0.0909
chr20:9238914-9238914	52	0.9038	16	0.8125
chr20:7828402-7828402	42	0.6667	13	0.7692
chr20:8629290-8629290	51	0.3529	13	0.2308
chr20:7468965-7468965	41	0.6098	13	0.2308
chr20:8702733-8702733	53	0.7358	18	0.7778
chr20:8315844-8315844	28	0.8214	17	0.5294
chr20:8202806-8202806	29	0.2414	19	0.3158
chr20:7164348-7164348	15	0.2667	22	0.4091
chr20:9850642-9850642	28	0.5357	9	0.5556
chr20:9853542-9853542	24	0.3333	12	0.3333
chr20:6903585-6903585	39	0.0513	13	0.1538
chr20:6771179-6771179	38	0.0263	14	0.1429
chr20:9449106-9449106	50	0.0000	17	0.0000
chr20:8519194-8519194	26	0.4231	17	0.4118
chr20:7802235-7802235	44	0.0227	10	0.0000
chr20:8040948-8040948	37	0.7568	20	0.8000
chr20:8488674-8488674	66	0.3333	11	0.3636
chr20:9470724-9470724	58	0.2586	16	0.1875
chr20:8286237-8286237	33	0.6364	16	0.5000
chr20:9942507-9942507	48	0.5208	10	1.0000
chr20:7202297-7202297	26	0.0385	22	0.0909
chr20:9717507-9717507	56	0.7143	17	0.7059
chr20:7500123-7500123	29	0.0345	23	0.0000
chr20:7020002-7020002	48	0.6250	17	0.4118
chr20:7507717-7507717	32	0.5312	16	0.6875
chr20:7976091-7976091	39	0.5128	11	0.5455
chr20:9258542-9258542	18	0.3333	12	0.4167
chr20:6429897-6429897	28	0.0714	19	0.0526
chr20:6393362-6393362	42	0.6190	24	0.8333
chr20:6137585-6137585	39	0.0000	19	0.0000
chr20:8625247-8625247	55	0.0364	11	0.0000
chr20:8446617-8446617	31	0.4194	18	0.2778
chr20:6351679-6351679	12	0.2500	11	0.2727
chr20:8951752-8951752	17	0.0000	23	0.0000
chr20:9532578-9532578	33	0.0303	23	0.0870
chr20:8049893-8049893	26	0.8077	16	0.5625
chr20:7240680-7240680	19	0.1579	10	0.2000
chr20:8776343-8776343	27	0.0000	18	0.1111
chr20:9508069-9508069	12	0.0000	7	0.1429
chr20:6688143-6688143	43	0.0233	21	0.0476
chr20:9508004-9508004	10	0.1000	4	0.0000
chr20:7366096-7366096	34	0.0000	6	0.1667
chr20:9388375-9388375	21	0.5238	16	0.1250
chr20:9505058-9505058	51	0.0196	12	0.0000
chr20:7974911-7974911	53	0.8868	7	0.8571
chr20:7108270-7108270	62	0.0000	12	0.0000
chr20:8856475-8856475	31	0.2581	16	0.1250
chr20:9450867-9450867	22	0.0000	12	0.0833
chr20:8438380-8438380	31	0.9677	21	0.9524
chr20:7306416-7306416	25	0.0000	13	0.0000
chr20:9169569-9169569	10	0.2000	16	0.2500
chr20:9871180-9871180	45	0.0000	14	0.0714
chr20:8134729-8134729	32	0.0000	12	0.0833
chr20:9052339-9052339	23	0.5217	21	0.2857
chr20:9125771-9125771	56	0.8750	19	0.5789
chr20:8286121-8286121	18	0.0000	16	0.0625
chr20:6107616-6107616	48	0.7083	21	0.8095
chr20:6989345-6989345	26	0.0385	18	0.0000
chr20:9516916-9516916	32	0.0000	11	0.4545
chr20:7040970-7040970	28	0.0714	22	0.0455
chr20:7845601-7845601	38	0.0000	16	0.0000
chr20:8815056-8815056	25	0.3200	15	0.3333
chr20:6791259-6791259	37	0.8378	23	0.9130
chr20:6550519-6550519	49	0.4694	8	0.2500
chr20:9532152-9532152	23	0.2174	11	0.0909
chr20:6647125-6647125	60	0.7667	6	0.1667
chr20:7822422-7822422	61	0.1148	16	0.1250
chr20:9664648-9664648	63	0.3968	21	0.3810
chr20:9307684-9307684	14	0.0000	11	0.0000
chr20:7174612-7174612	24	0.2083	21	0.3810
chr20:7126965-7126965	53	0.5472	12	0.6667
chr20:8422777-8422777	41	0.2683	11	0.4545
chr20:8659071-8659071	51	0.0000	16	0.0625
chr20:8109790-8109790	24	0.5000	11	0.3636
chr20:7113721-7113721	28	0.0000	16	0.0625
chr20:6515578-6515578	41	0.0244	20	0.0500
chr20:8024338-8024338	74	0.2297	15	0.2667
chr20:7208987-7208987	78	0.1026	14	0.0714
chr20:8070689-8070689	48	0.1667	11	0.1818
chr20:7966167-7966167	28	0.0000	12	0.2500
chr20:9438192-9438192	20	0.3000	14	0.3571
chr20:7509225-7509225	32	0.2812	16	0.2500
chr20:6072151-6072151	28	0.8929	19	0.6316
chr20:8560224-8560224	30	0.8667	11	0.8182
chr20:8106597-8106597	31	0.0323	11	0.0000
chr20:9937459-9937459	49	0.3061	13	0.4615
chr20:7673973-7673973	51	0.8235	17	0.7647
chr20:8505638-8505638	39	0.4103	9	0.2222
chr20:9048665-9048665	12	0.3333	17	0.1176
chr20:8775792-8775792	55	0.0000	12	0.1667
chr20:7463761-7463761	38	0.0000	18	0.0000
chr20:9857317-9857317	66	0.6818	8	0.3750
chr20:6720803-6720803	22	0.0455	20	0.0500
chr20:6949066-6949066	44	0.0909	22	0.3182
chr20:6501251-6501251	48	0.0000	8	0.0000
chr20:6221641-6221641	67	0.0299	19	0.0526
chr20:6107149-6107149	7	0.0000	19	0.0526
chr20:7911011-7911011	37	0.7838	22	0.8636
chr20:8606201-8606201	63	0.7460	15	0.6667
chr20:9728852-9728852	58	0.5690	10	0.6000
chr20:9342021-9342021	42	0.0000	13	0.1538
chr20:6417454-6417454	39	0.2051	19	0.3158
chr20:6126194-6126194	45	0.0000	19	0.0526
chr20:9378985-9378985	46	0.5652	10	0.4000
chr20:9469082-9469082	18	0.6667	14	0.7143
chr20:6105074-6105074	32	0.0000	20	0.0500
chr20:6766609-6766609	23	0.6957	19	0.8421
chr20:6520768-6520768	33	0.5758	22	0.7273
chr20:8116387-8116387	40	0.2500	14	0.1429
chr20:9617585-9617585	3	0.3333	20	0.3500
chr20:6245178-6245178	26	0.8462	12	0.5000
chr20:7591325-7591325	43	0.0000	9	0.1111
chr20:6033484-6033484	22	1.0000	15	0.8000
chr20:8439168-8439168	27	0.9259	15	0.7333
chr20:9893508-9893508	30	0.0333	12	0.2500
chr20:7021026-7021026	44	0.0909	28	0.1429
chr20:8261055-8261055	22	0.0000	6	0.0000
